Index,Intersection Name,Latitude,Longitude
132,Acacia Street and First Street,37.40789439338995,-120.8513513226338
133,Acacia Street and Maynard Street,37.40710338796669,-120.8513579286547
134,Acacia Street and Acacia Street,37.40789439338995,-120.8513513226338
135,Acacia Street and Acacia Street,37.40710338796669,-120.8513579286547
136,Pistachio Court and Peppertree Drive,37.32522068194825,-120.53001386053018
137,Olive Avenue and Olive Avenue,37.318471404903065,-120.45121144590325
138,Olive Avenue and Parsons Avenue,37.318471404903065,-120.45121144590325
139,Olive Avenue and Olive Avenue,37.31847486992053,-120.45296867863378
140,Olive Avenue and Nottingham Lane,37.31847486992053,-120.45296867863378
141,Olive Avenue and Nottingham Avenue,37.31847486992053,-120.45296867863378
142,Lagoon Avenue and Lagoon Avenue,37.36745984527431,-120.59315215339872
143,Lagoon Avenue and Peninsula Drive,37.3681011529175,-120.59314263098553
144,Lagoon Avenue and Channel Avenue,37.36745984527431,-120.59315215339872
145,Lagoon Avenue and Lagoon Avenue,37.3681011529175,-120.59314263098553
146,8Th Street and Martin Luther King Jr Way,37.29104237328521,-120.48568569369716
147,8Th Street and 8Th Street,37.29159012379869,-120.48718609467977
148,8Th Street and K Street,37.29159012379869,-120.48718609467977
149,Durant Way and Dexter Court,37.35974705172187,-120.47227828959679
150,Durant Way and Langley Way,37.359747659365084,-120.47138714289731
151,Durant Way and Kinross Court,37.35974705172187,-120.47227828959679
152,Durant Way and Durant Way,37.35974705172187,-120.47227828959679
153,Durant Way and Durant Way,37.359747659365084,-120.47138714289731
154,Paulson Road and Paulson Road,37.33082041521209,-120.45996454593788
155,Paulson Road and Doe Court,37.33139223377665,-120.45995448893602
156,Paulson Road and Century Drive,37.33082041521209,-120.45996454593788
157,Paulson Road and Paulson Road,37.33139223377665,-120.45995448893602
158,Spain Street and Narbaitz Landing,36.97589892931545,-120.63304729503116
159,Spain Street and Aviator Avenue,36.97589568072726,-120.63403841090185
160,Spain Street and Miles Avenue,36.97589892931545,-120.63304729503116
161,Spain Street and Spain Street,36.97589892931545,-120.63304729503116
162,Castellana Street and Luna Court,37.075190309224,-120.81936089532694
163,Castellana Street and Castellana Street,37.075190309224,-120.81936089532694
164,West Avenue and 8Th Street,37.298184983767285,-120.50553295454685
165,West Avenue and West Avenue,37.298184983767285,-120.50553295454685
166,West Avenue and Lopes Avenue,37.29906660524514,-120.50551239222747
167,West Avenue and West Avenue,37.29906660524514,-120.50551239222747
168,Blackberry Avenue and Wildcat Drive,37.33813930892827,-120.49156572801792
169,Blackberry Avenue and Orion Drive,37.337518017043855,-120.49124138870124
170,Blackberry Avenue and Blackberry Avenue,37.33813930892827,-120.49156572801792
171,Bert Crane Road and Sunset Drive,37.33846985690678,-120.63264894792047
172,Bert Crane Road and Bert Crane Road,37.33846985690678,-120.63264894792047
173,Bert Crane Road and Bert Crane Road,37.33116141610584,-120.6327150818459
174,Bert Crane Road and Atwater Jordan Road,37.33116141610584,-120.6327150818459
175,Toulon Court and Avignon Drive,37.341193019102086,-120.49405874205806
176,Kensington Drive and Kensington Drive,37.319276960237175,-120.457792890674
177,Kensington Drive and Lincoln Avenue,37.319276960237175,-120.457792890674
178,Kensington Drive and Kingsland Avenue,37.31929617592694,-120.45971348053321
179,Commerce Way and Willmott Avenue,37.069167664691676,-120.8582401603033
180,Eucalyptus Road and Palm Avenue,37.0107682008961,-120.61763972624152
181,Eucalyptus Road and Eucalyptus Road,37.010665131723165,-120.60850755866515
182,Eucalyptus Road and Eucalyptus Road,37.0107682008961,-120.61763972624152
183,Eucalyptus Road and Esther Avenue,37.010665131723165,-120.60850755866515
184,Sunset Drive and Lincoln Boulevard,37.33869495399381,-120.72391290500396
185,Sunset Drive and Sunset Drive,37.33869495399381,-120.72391290500396
186,Sunset Drive and Robin Avenue,37.33856897118146,-120.74220857113373
187,Sunset Drive and Sunset Drive,37.33856897118146,-120.74220857113373
188,Winchester Court and Station Avenue,37.31107406146308,-120.58643015689995
189,Yosemite Parkway and Yosemite Parkway,37.29520862877524,-120.46093139058556
190,Yosemite Parkway and Almond Avenue,37.29520862877524,-120.46093139058556
191,Yosemite Parkway and Rose Avenue,37.29520750332581,-120.46064605864493
192,Yosemite Parkway and Yosemite Parkway,37.29520750332581,-120.46064605864493
193,12Th Street and R Street,37.29945939151483,-120.49545299860021
194,12Th Street and 12Th Street,37.29945939151483,-120.49545299860021
195,12Th Street and S Street,37.300011482348175,-120.49694848067499
196,Childs Avenue and Childs Avenue,37.28836461688837,-120.3926857996291
197,Childs Avenue and Orchard Drive,37.28836461688837,-120.3926857996291
198,Childs Avenue and Orchard Drive,37.28836461688837,-120.3926857996291
199,Childs Avenue and Childs Avenue,37.28814669811725,-120.39951218159992
200,Rubicon Court and La Habra Street,37.27400517737268,-120.47789884902232
201,Rubicon Court and Grand View Court,37.27400517737268,-120.47789884902232
202,Crystal Drive and Travertine Way,37.35599118818503,-120.58427119915618
203,Crystal Drive and Rushmore Drive,37.35708383690746,-120.58421598928133
204,Aldrich Drive and Aldrich Court,37.35437490915105,-120.46957412040548
205,Aldrich Drive and Aldrich Drive,37.35437490915105,-120.46957412040548
206,Letteau Avenue and Jennifer Court,37.4340480169734,-120.78487468134978
207,Letteau Avenue and Hilltop Street,37.43404026824425,-120.78353831617794
208,Letteau Avenue and Letteau Avenue,37.4340480169734,-120.78487468134978
209,Letteau Avenue and Letteau Avenue,37.43404026824425,-120.78353831617794
210,R Street and 12Th Street,37.29945939151483,-120.49545299860021
211,R Street and R Street,37.29945939151483,-120.49545299860021
212,R Street and R Street,37.300456338205315,-120.49487879259263
213,R Street and 13Th Street,37.300456338205315,-120.49487879259263
214,Hunt Road and Hunt Road,37.273821771920275,-120.99471591024009
215,Hunt Road and Andersen Road,37.273821771920275,-120.99471591024009
216,Hunt Road and Hunt Road,37.27474100902631,-120.99473884257894
217,Hunt Road and Bambauer Road,37.27474100902631,-120.99473884257894
218,Nonpareil Drive and Mono Way,37.3652782942961,-120.62506103313467
219,Nonpareil Drive and Neplus Court,37.36602190835937,-120.62505367559517
220,Nonpareil Drive and Emerald Court,37.36602190835937,-120.62505367559517
221,Nonpareil Drive and Nonpareil Drive,37.36602190835937,-120.62505367559517
222,Santa Fe Drive and Cortez Avenue,37.47495744650249,-120.73955634329283
223,Santa Fe Drive and Santa Fe Drive,37.4775656813836,-120.74371102162684
224,Santa Fe Drive and Santa Fe Drive,37.47495744650249,-120.73955634329283
225,Santa Fe Drive and Linwood Road,37.4775656813836,-120.74371102162684
226,MANCHESTER DRIVE and Manchester Drive,37.062098372709976,-120.82312847924376
227,MANCHESTER DRIVE and MANCHESTER DRIVE,37.06383668722644,-120.82310054011694
228,MANCHESTER DRIVE and Racquet Club Drive,37.06383668722644,-120.82310054011694
229,MANCHESTER DRIVE and EDWARDS STREET,37.062098372709976,-120.82312847924376
230,Briarwood Drive and Briarwood Drive,37.38228773093829,-120.73151225803471
231,Briarwood Drive and F Street,37.38228773093829,-120.73151225803471
232,Briarwood Drive and Briarwood Drive,37.381478235131674,-120.73152571964107
233,Briarwood Drive and Miadora Court,37.381478235131674,-120.73152571964107
234,Sonic Avenue and A Street,37.36201517602831,-120.56519500763787
235,Sonic Avenue and Starway Avenue,37.36201517602831,-120.56519500763787
236,Sonic Avenue and Jetway Drive,37.36201517602831,-120.56519500763787
237,Sonic Avenue and Sonic Avenue,37.36099841150399,-120.56517870684624
238,Sonic Avenue and Spacecraft Drive,37.36099841150399,-120.56517870684624
239,Sonic Avenue and Dart Drive,37.36201517602831,-120.56519500763787
240,Spacecraft Drive and Unnamed,37.36116928019157,-120.57292454395099
241,Spacecraft Drive and Spacecraft Drive,37.36116928019157,-120.57292454395099
242,Alps Court and Alps Drive,37.04733833165119,-120.84518332149794
243,99 and Applegate Road,37.344473431757685,-120.61333852964775
244,99 and 99,37.343746013750184,-120.61119127131133
245,99 and 99,37.344473431757685,-120.61333852964775
246,Pecan Court and Willmott Avenue,37.069160181311524,-120.84517504538465
247,Van Buren Avenue and Monte Vista Avenue,37.04836608232094,-120.84280074463987
248,Van Buren Avenue and South Eleventh Street,37.04836476584123,-120.84014868206324
249,Fairlane Avenue and Fairlane Avenue,37.38790616504788,-120.62529855916915
250,Fairlane Avenue and Muir Avenue,37.38790616504788,-120.62529855916915
251,Mariner Way and Mariner Way,37.32587687024577,-120.43917571259713
252,Mariner Way and Creekview Drive,37.32528077468587,-120.43870655409783
253,Mariner Way and River Rock Drive,37.32587687024577,-120.43917571259713
254,Buckeye Lane and Buckeye Lane,37.34962267506151,-120.57505851481903
255,Buckeye Lane and Avenue Two Avenue,37.3495342572561,-120.57506161566991
256,Narvaez Way and De Soto Way,37.329633757321076,-120.43932066863297
257,Narvaez Way and Via Moraga,37.32963320153325,-120.4382583587496
258,Narvaez Way and Jardin Way,37.32963320153325,-120.4382583587496
259,Narvaez Way and Narvaez Way,37.329633757321076,-120.43932066863297
260,Mcdowell Street and Mcdowell Street,37.23223911490057,-120.2591225987782
261,Mcdowell Street and Truman Avenue,37.23223911490057,-120.2591225987782
262,Cottonwood Road and Ingomar Road,37.18753702314269,-120.97160801358642
263,Cottonwood Road and Cottonwood Road,37.18758341935792,-120.99450552058951
264,Cottonwood Road and Hunt Road,37.18758341935792,-120.99450552058951
265,Cottonwood Road and Cottonwood Road,37.18753702314269,-120.97160801358642
266,La Paloma Road and Snelling Road,37.3965355587933,-120.46098256104605
267,La Paloma Road and G Street,37.3965355587933,-120.46098256104605
268,Antler Court and Paulson Road,37.33068005068414,-120.45996701448682
269,Jones Road and Eucalyptus Avenue,37.403741363411996,-120.6222645326694
270,Jones Road and Olive Avenue,37.39661038530673,-120.6223871090271
271,Jones Road and Jones Road,37.39661038530673,-120.6223871090271
272,Jones Road and Jones Road,37.403741363411996,-120.6222645326694
273,Spadafore Street and Hayley Street,37.05251901427358,-120.83395524799737
274,Spadafore Street and Spadafore Street,37.05182237033012,-120.83407311204297
275,Spadafore Street and De Anza Way,37.05182237033012,-120.83407311204297
276,Spadafore Street and Spadafore Street,37.05251901427358,-120.83395524799737
277,Oakdale Road and Oakdale Road,37.43841767776318,-120.56249046860914
278,Oakdale Road and Oakdale Road,37.43728324700217,-120.55771831030289
279,Oakdale Road and Gamble Road,37.43728324700217,-120.55771831030289
280,Oakdale Road and Youd Road,37.43841767776318,-120.56249046860914
281,Wren Court and Paulson Road,37.33573687401032,-120.4600131276268
282,Almond Avenue and Almond Avenue,37.38214628668253,-120.61614760359961
283,Almond Avenue and Winton Way,37.38215983635346,-120.6135301709731
284,Almond Avenue and Gayle Avenue,37.38214628668253,-120.61614760359961
285,Serpilio Street and Bianculli Court,36.98835373777583,-120.63967705137554
286,Serpilio Street and Gianonni Court,36.98835373777583,-120.63967705137554
287,Serpilio Street and Serpilio Street,36.98835373777583,-120.63967705137554
288,Spruce Court and Redwood Way,37.37606511808192,-120.73806101169265
289,Reilly Road and Reilly Road,37.25893612370321,-120.50599312346021
290,Reilly Road and Hartley Road,37.258761931893744,-120.51509870158364
291,Cherry Avenue and 21St Street,37.29765539515123,-120.45991250485669
292,Cherry Avenue and Cherry Avenue,37.29863398209709,-120.45936879093391
293,Cherry Avenue and 22Nd Street,37.29863398209709,-120.45936879093391
294,Zelkova Way and Zelkova Way,37.392138354654826,-120.70161794880948
295,Zelkova Way and Black Pine Way,37.39143220063624,-120.7016305076629
296,Zelkova Way and Amber Court,37.392138354654826,-120.70161794880948
297,Keaton Road and Keaton Road,37.3279605188337,-120.91492727080026
298,Keaton Road and Third Avenue,37.3279605188337,-120.91492727080026
299,Keaton Road and Keaton Road,37.335215855507926,-120.91479729566143
300,Keaton Road and Second Avenue,37.335215855507926,-120.91479729566143
301,Winton Community Park and Olive Avenue,37.39662889790903,-120.6170272936797
302,Winton Community Park and Winton Community Park,37.39567625647437,-120.61699137692452
303,Teak Avenue and Teak Avenue,37.32028138772017,-120.45218347376957
304,Teak Avenue and Nottingham Avenue,37.32031784700007,-120.45320136377644
305,Teak Avenue and Shannon Avenue,37.32028138772017,-120.45218347376957
306,23Rd Street and Martin Luther King Jr Way,37.306309658009155,-120.47689973865216
307,23Rd Street and K Street,37.30686198565162,-120.47840553667753
308,23Rd Street and 23Rd Street,37.30686198565162,-120.47840553667753
309,23Rd Street and 23Rd Street,37.306309658009155,-120.47689973865216
310,Fremont Street and Broadway,37.2905278287096,-120.31678518710117
311,Fremont Street and Fremont Street,37.2905278287096,-120.31678518710117
312,Fremont Street and Brodrick Avenue,37.289451223153954,-120.31679470126792
313,Fremont Street and Fremont Street,37.289451223153954,-120.31679470126792
314,Cassidy Court and Palm Street,37.42815622979708,-120.76788713662219
315,Sierra Madre Drive and Sierra Madre Drive,37.35084571010276,-120.58879664882191
316,Sierra Madre Drive and Tehachapi Drive,37.35084571010276,-120.58879664882191
317,Sierra Madre Drive and Sierra Madre Drive,37.35177137238787,-120.58866357549522
318,Sierra Madre Drive and Mesa Court,37.35177137238787,-120.58866357549522
319,South Eleventh Street and Harrison Avenue,37.04760223413182,-120.84016235763644
320,South Eleventh Street and Tyler Avenue,37.04682666320289,-120.8401725451728
321,South Eleventh Street and South Eleventh Street,37.04760223413182,-120.84016235763644
322,South Eleventh Street and South Eleventh Street,37.04682666320289,-120.8401725451728
323,Leaf Drive and Leaf Drive,37.31988993928919,-120.43612678892971
324,Leaf Drive and Olive Avenue,37.31847002981745,-120.43616067226439
325,Leaf Drive and Fauna Court,37.31988993928919,-120.43612678892971
326,Main Street and 99,37.38793158444044,-120.722514501325
327,Main Street and Main Street,37.38767413275537,-120.72281693688096
328,Main Street and Main Street,37.38793158444044,-120.722514501325
329,Main Street and Court Street,37.38767413275537,-120.72281693688096
330,Blue Jay Court and Black Hawk Avenue,37.33484627964722,-120.45849608582488
331,Vista Grande Drive and Vista Grande Drive,37.051831531324545,-121.01324409367815
332,Vista Grande Drive and San Luis Drive,37.051784117918515,-121.01635567587863
333,Vista Grande Drive and Buena Vista Drive,37.051831531324545,-121.01324409367815
334,Shippee Road and Gurr Road,37.229535983237376,-120.56066309293752
335,Shippee Road and Lone Tree Road,37.22946715012208,-120.57881385663998
336,Carmel Road and Fern Avenue,37.28218521274985,-120.44554148389786
337,Carmel Road and Carmel Road,37.28308606522325,-120.44555457765169
338,Carmel Road and Carmel Road,37.28218521274985,-120.44554148389786
339,Fourth Street and Washington Avenue,37.055964190253725,-120.8531398977559
340,Fourth Street and Adams Avenue,37.055057820154516,-120.85314933754206
341,Fourth Street and Fourth Street,37.055964190253725,-120.8531398977559
342,Fourth Street and Fourth Street,37.055057820154516,-120.85314933754206
343,Irene Lane and Ruth Court,37.39232395480048,-120.61859880470999
344,Irene Lane and Christina Court,37.39159889127576,-120.61859593204042
345,Irene Lane and Irene Lane,37.39232395480048,-120.61859880470999
346,La Mesa Lane and San Simeone Way,37.08564188133273,-120.82838779877277
347,La Mesa Lane and San Ramon Lane,37.087635806220284,-120.82839824958005
348,Serr Court and Tehama Drive,37.38771223034503,-120.70086158204822
349,Serr Court and Serr Avenue,37.38771223034503,-120.70086158204822
350,Live Oak Street and Live Oak Street,37.288269897730025,-120.32259654766284
351,Live Oak Street and De La Guerra Street,37.28945412989666,-120.32406498159406
352,Live Oak Street and Live Oak Street,37.28945412989666,-120.32406498159406
353,Live Oak Street and Bolsa Street,37.288269897730025,-120.32259654766284
354,Mulberry Avenue and Mulberry Avenue,37.3239993117123,-120.59627940321425
355,Mulberry Avenue and Quinley Avenue,37.3239993117123,-120.59627940321425
356,Mulberry Avenue and Falling Oak Avenue,37.32397903796425,-120.59862703516194
357,Mulberry Avenue and Mulberry Avenue,37.32397903796425,-120.59862703516194
358,Mccurdy Street and Mcpherson Avenue,36.97929559979457,-120.63068444893243
359,Mccurdy Street and Mccullough Avenue,36.97929766932531,-120.62882389535206
360,99 and Canal Street,37.29754570616787,-120.48558100818362
361,99 and 99,37.29754570616787,-120.48558100818362
362,99 and Martin Luther King Jr Way Off Ramp,37.297464624012406,-120.4853630240846
363,99 and 99,37.297464624012406,-120.4853630240846
364,Airflight Drive and Airflight Drive,37.36419454437824,-120.57419362824054
365,Airflight Drive and F Street,37.36419454437824,-120.57419362824054
366,Airflight Drive and Airdrome Entry Gate,37.364372148403966,-120.57455682337381
367,Airflight Drive and Heritage Drive,37.364372148403966,-120.57455682337381
368,Martin Luther King Jr Way and 23Rd Street,37.306309658009155,-120.47689973865216
369,Martin Luther King Jr Way and Martin Luther King Jr Way,37.306309658009155,-120.47689973865216
370,Martin Luther King Jr Way and 24Th Street,37.306847904767324,-120.47658668801171
371,Childs Avenue and Arboleda Drive,37.28870427171348,-120.37898692405905
372,Childs Avenue and Childs Avenue,37.28870427171348,-120.37898692405905
373,Childs Avenue and Arboleda Drive,37.28870427171348,-120.37898692405905
374,American Avenue and Birch Street,37.411535419313665,-120.85253568253867
375,American Avenue and American Avenue,37.411535419313665,-120.85253568253867
376,American Avenue and American Avenue,37.41152539386117,-120.85129955102879
377,American Avenue and Acacia Street,37.41152539386117,-120.85129955102879
378,Cook Street and Le Grand Road,37.22843710847092,-120.24827090970547
379,Cook Street and Marshall Street,37.227509900896194,-120.24830665670676
380,Cook Street and Cook Street,37.227509900896194,-120.24830665670676
381,Cook Street and Washington Street,37.22843710847092,-120.24827090970547
382,Island Road and Island Road,37.053844087902675,-120.55414128836883
383,Island Road and 152,37.053844087902675,-120.55414128836883
384,Island Road and Island Road,37.0535060180937,-120.55413006285616
385,Island Road and Brazil Road,37.0535060180937,-120.55413006285616
386,Poppy Court and Prusso Street,37.376253949175855,-120.72700929588578
387,Skylark Street and G Street,37.28573397397226,-120.48212737469379
388,Skylark Street and Skylark Court,37.28573397397226,-120.48212737469379
389,Tangerine Avenue and Overland Avenue,37.07373642807162,-120.84867514122749
390,Tangerine Avenue and Mandarin Avenue,37.07190995423312,-120.84869407136495
391,Jefferson Road and Coyote Road,37.09843537172241,-120.51026964297532
392,Jefferson Road and Jefferson Road,37.09843556666664,-120.49227055898042
393,Jefferson Road and 59,37.09843556666664,-120.49227055898042
394,Jefferson Road and Jefferson Road,37.09843537172241,-120.51026964297532
395,Los Felis Way and Los Felis Way,37.08761633171829,-120.83297316138164
396,Los Felis Way and St Francis Drive,37.08687758380423,-120.83295274061965
397,Los Felis Way and El Cajon Court,37.08761633171829,-120.83297316138164
398,Los Felis Way and El Cajon Lane,37.08761633171829,-120.83297316138164
399,Goldenrod Court and White Gate Drive,37.31725370445459,-120.4368288298225
400,Childs Avenue and D Street,37.28806200126199,-120.47653757284289
401,Childs Avenue and B Street,37.28798981417176,-120.4729317475033
402,Childs Avenue and Childs Avenue,37.28806200126199,-120.47653757284289
